name,key,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,scientificName,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,geodeticDatum,class,countryCode,country,rightsHolder,recordNumber,identifier,municipality,datasetName,collectionCode,gbifID,language,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,modified,locality,http...unknown.org.http_..rs.tdwg.org.dwc.terms.Identification,otherCatalogNumbers,http...unknown.org.http_..rs.gbif.org.terms.1.0.Multimedia,elevation,elevationAccuracy,coordinateUncertaintyInMeters,references,verbatimEventDate,verbatimLocality,taxonID,http...unknown.org.occurrenceDetails,rights,identificationID,continent,eventTime,fieldNotes,habitat,nomenclaturalCode,institutionID,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,individualCount,higherGeography,http...unknown.org.http_..rs.tdwg.org.dwc.terms.ResourceRelationship,higherClassification,nomenclaturalStatus,bibliographicCitation,fieldNumber,eventRemarks,georeferenceProtocol,typeStatus,identificationRemarks,georeferenceSources,http...unknown.org.http_..rs.tdwg.org.dwc.terms.MeasurementOrFact,acceptedNameUsageID,http...unknown.org.http_..rs.gbif.org.terms.1.0.Description,datasetID,verbatimTaxonRank,organismID,accessRights,verbatimCoordinateSystem,georeferencedDate,establishmentMeans,previousIdentifications,typifiedName,http...unknown.org.http_..rs.gbif.org.terms.1.0.Identifier,waterBody,locationID,eventID,taxonRemarks,dynamicProperties,X[[i]]
Ceiba glaziovii,1587320009,-9.13275,-37.5667,gass84,a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d,81114709-2a6c-4e0b-908b-cb207a8708c2,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:22:55.596+0000,2018-09-24T19:22:55.746+0000,116,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,2016-09-26T00:00:00.000+0000,Alagoas,2016,7,30,2016-07-30T00:00:00.000+0000,2018-09-24T19:23:02.470+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,s.n.,BRA:IMA:MAC:0000063266,Água Branca,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,MAC,1587320009,pt,BRA:IMA:MAC:0000063266,Collection,63266,A.A.S.Mascarenhas,IMA,"Instituto do Meio Ambiente do Estado de Alagoas, IMA","Árvore, ca. 8,5 m altura, botões florais brancos. Caatinga",M.Figueira; B.Schindler,NA,AL-7G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba samauma,1889176229,-10.454389,-55.178778,gass84,22331d58-4a7e-40da-b7db-652a4d4d85ed,e7132376-4a7e-458a-be08-946850a2beac,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:40:57.746+0000,2018-08-03T12:12:57.283+0000,114,none,PRESERVED_SPECIMEN,7981929,6,7707728,220,941,6685,3152218,7981929,7981929,Ceiba samauma K.Schum.,Ceiba samauma K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba samauma,Ceiba,samauma,SPECIES,ACCEPTED,2017-08-15T00:00:00.000+0000,Mato Grosso,2016,7,1,2016-07-01T00:00:00.000+0000,2018-08-03T12:12:57.288+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HERBAM - Herbário da Amazônia Meridional,1101298,BRA:UNEMAT:HERBAM:0000010822,Terra Nova do Norte,HERBAM - Herbário da Amazônia Meridional,HERBAM,1889176229,pt,BRA:UNEMAT:HERBAM:0000010822,Collection,10822,"Rodrigues, L; Mantononi, J S A; Carvalho, A E; Camargo, M J B; Abreu, M; Duarte, I",UNEMAT,Universidade do Estado de Mato Grosso (UNEMAT),Projeto Sementes do Portal Fase 2.,"Rodrigues, L",NA,"Casa de Sementes - Terra Nova, Área Seca; Capoeira; Planície.",NA,NA,NA,277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1889177342,0,0,"cucdmis,gass84,zerocd",22331d58-4a7e-40da-b7db-652a4d4d85ed,e7132376-4a7e-458a-be08-946850a2beac,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:41:05.363+0000,2018-08-03T12:12:58.337+0000,114,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2016-09-28T00:00:00.000+0000,Pará,2016,7,11,2016-07-11T00:00:00.000+0000,2018-08-03T12:12:58.347+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HERBAM - Herbário da Amazônia Meridional,143,BRA:UNEMAT:HERBAM:0000013447,Jacareacanga,HERBAM - Herbário da Amazônia Meridional,HERBAM,1889177342,pt,BRA:UNEMAT:HERBAM:0000013447,Collection,13447,"Melo, JAM; Bruno, J; Zanzini, LP",UNEMAT,Universidade do Estado de Mato Grosso (UNEMAT),Flora UHE São Manoel - FAESPE- HERBAM,"Koch, AK",NA,UHE São Manoel UTM(0509477/8956431),NA,NA,NA,263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1847608997,-22.90648,-47.025937,"cdround,gass84",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,none,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2018-10-22T15:37:32.806+0000,2018-10-08T14:26:38.315+0000,131,none,HUMAN_OBSERVATION,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2018-05-26T22:22:42.000+0000,São Paulo,2016,8,29,2016-08-29T00:00:00.000+0000,2018-10-08T14:46:03.940+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Nelson Wisnik,NA,12840553,NA,iNaturalist research-grade observations,Observations,1847608997,NA,https://www.inaturalist.org/observations/12840553,NA,12840553,Nelson Wisnik,iNaturalist,NA,NA,NA,2018-05-28T00:05:40.000+0000,NA,NA,NA,"[ {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""18629767"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/18629767/original.jpeg?1527373355"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-08-29T09:36:10-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/18629767"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
}, {
  ""http://rs.tdwg.org/dwc/terms/catalogNumber"" : ""18629851"",
  ""http://purl.org/dc/terms/creator"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/format"" : ""image/jpeg"",
  ""http://purl.org/dc/terms/identifier"" : ""https://static.inaturalist.org/photos/18629851/original.jpeg?1527373525"",
  ""http://purl.org/dc/terms/type"" : ""StillImage"",
  ""http://purl.org/dc/terms/created"" : ""2016-08-29T09:35:09-07:00"",
  ""http://purl.org/dc/terms/references"" : ""https://www.inaturalist.org/photos/18629851"",
  ""http://purl.org/dc/terms/rightsHolder"" : ""Nelson Wisnik"",
  ""http://purl.org/dc/terms/license"" : ""http://creativecommons.org/licenses/by-nc/4.0/"",
  ""http://purl.org/dc/terms/publisher"" : ""iNaturalist""
} ]",NA,NA,NA,https://www.inaturalist.org/observations/12840553,2016/08/29 9:36 AM -03,"Jardim Santa Marcelina, Campinas - SP, Brasil",154290,https://www.inaturalist.org/observations/12840553,© Nelson Wisnik some rights reserved,27961063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba samauma,1837395093,-13.873,-40.071278,gass84,d031156d-6ff8-4eb5-b91a-a50861e98be9,3a2b60a6-5c60-413a-8bff-a9740e774c09,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T14:35:27.705+0000,2018-04-05T12:08:48.007+0000,116,none,PRESERVED_SPECIMEN,7594769,6,7707728,220,941,6685,3152218,7981929,7981929,Ceiba burchellii K.Schum.,Ceiba samauma K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba samauma,Ceiba,burchellii,SPECIES,SYNONYM,NA,Bahia,2016,8,27,2016-08-27T00:00:00.000+0000,2018-07-07T16:44:27.876+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia,289,BRA:UESB:HUESB:0000012315,Lafaiete Coutinho,HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia,HUESB,1837395093,pt,BRA:UESB:HUESB:0000012315,Collection,12315,"Morato, K.V.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.",UESB,Universidade Estadual do Sudoeste da Bahia (UESB),"Arbusto, ca. 3,0 m alt. Fruto verde; Mata de cipó",NA,NA,Fazenda Novo Horizonte,NA,NA,NA,410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba pentandra,1889178011,-9.87625,-56.063806,gass84,22331d58-4a7e-40da-b7db-652a4d4d85ed,e7132376-4a7e-458a-be08-946850a2beac,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:41:11.903+0000,2018-08-03T12:12:59.143+0000,114,none,PRESERVED_SPECIMEN,5406697,6,7707728,220,941,6685,3152218,5406697,5406697,Ceiba pentandra (L.) Gaertn.,Ceiba pentandra (L.) Gaertn.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pentandra,Ceiba,pentandra,SPECIES,ACCEPTED,2017-08-15T00:00:00.000+0000,Mato Grosso,2016,8,17,2016-08-17T00:00:00.000+0000,2018-08-03T12:12:59.148+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HERBAM - Herbário da Amazônia Meridional,2081338,BRA:UNEMAT:HERBAM:0000015663,Alta Floresta,HERBAM - Herbário da Amazônia Meridional,HERBAM,1889178011,pt,BRA:UNEMAT:HERBAM:0000015663,Collection,15663,"Rodrigues, L; Lopes, A R; Sardinha, S M",UNEMAT,Universidade do Estado de Mato Grosso (UNEMAT),Projeto Sementes do Portal Fase 2.,"Rodrigues, L",NA,"Casa de Sementes - Estrela do Sul, Área Seca; Quintal; Baixadas.",NA,NA,NA,277,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1563894716,-37.016389,-37.016389,"cdround,cucdmis,gass84",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,none,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2018-10-02T15:37:01.439+0000,2018-09-24T19:58:43.319+0000,207,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,2016-10-21T00:00:00.000+0000,Pernambuco,2016,9,27,2016-09-27T00:00:00.000+0000,2018-09-24T19:58:57.517+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Rio de Janeiro Botanical Garden,6476,urn:catalog:JBRJ:RB:1323628,Arcoverde,RB - Rio de Janeiro Botanical Garden Herbarium Collection,RB,1563894716,NA,urn:catalog:JBRJ:RB:1323628,PhysicalObject,RB01323628,M. Oliveira,JBRJ,NA,NA,V.M. Cotarelli,2017-10-15T12:48:04.000+0000,"Serra das Vara. Mata das Torres, área do topo.","[ {
  ""http://rs.tdwg.org/dwc/terms/taxonRank"" : ""sp."",
  ""http://rs.tdwg.org/dwc/terms/specificEpithet"" : ""glaziovii"",
  ""http://rs.tdwg.org/dwc/terms/identifiedBy"" : ""V.M. Cotarelli"",
  ""http://rs.tdwg.org/dwc/terms/family"" : ""Bombacaceae"",
  ""http://rs.tdwg.org/dwc/terms/dateIdentified"" : ""2016-10-21"",
  ""http://rs.tdwg.org/dwc/terms/genus"" : ""Ceiba"",
  ""http://rs.tdwg.org/dwc/terms/scientificName"" : ""Ceiba glaziovii (Kuntze) K.Schum."",
  ""http://rs.tdwg.org/dwc/terms/scientificNameAuthorship"" : ""(Kuntze) K.Schum.""
} ]",RB 731637,[ ],973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1455391837,-12.769167,-39.521667,"cdround,gass84",b18aa640-0367-4956-a6a4-5f07141127f1,6bfada01-036d-455a-b332-081dbe226a05,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:23:32.023+0000,2018-05-05T12:05:52.742+0000,110,none,PRESERVED_SPECIMEN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Bahia,2016,9,3,2016-09-03T00:00:00.000+0000,2018-07-07T22:11:02.516+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HVASF - Herbário Vale do São Francisco,1976,BRA:UNIVASF:HVASF:0000023217,Santa Teresinha,HVASF - Herbário Vale do São Francisco,HVASF,1455391837,pt,BRA:UNIVASF:HVASF:0000023217,Collection,23217,F.R. Correia,UNIVASF,Universidade Federal do Vale do São Francisco (UNIVASF),"Árvore, caule com espinhos, ca. de 5m alt., flor creme com manchas vináceas, fruto verde (doação HURB 11804).",NA,NA,Represa da cidade de Santa Terezinha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1837839649,-7.687778,-39.246944,gass84,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:48:01.125+0000,2018-09-10T18:27:58.676+0000,118,none,PRESERVED_SPECIMEN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Ceará,2016,9,10,2016-09-10T00:00:00.000+0000,2018-09-10T18:28:22.226+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,4131,BRA:UEFS:HUEFS:0000239313,Jardim,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1837839649,pt,BRA:UEFS:HUEFS:0000239313,Collection,239313,"Cardoso, D.",UEFS,Universidade Estadual de Feira de Santana (UEFS),NA,NA,NA,"CE-060, sentido Juazeiro do Norte-Salgueiro, antes de Cedro.",NA,NA,NA,605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba erianthos,1423936614,-20.301111,-40.301389,"cdround,gass84",4300f8d5-1ae5-49e5-a101-63894b005868,838537fc-4aeb-4980-8b58-97fbdcd1d91a,none,da7fe11a-b42c-46cb-9e9d-02243edb738a,BR,DWC_ARCHIVE,2018-10-02T15:35:47.303+0000,2018-09-24T19:58:06.934+0000,207,none,PRESERVED_SPECIMEN,8075191,6,7707728,220,941,6685,3152218,8075191,8075191,Ceiba erianthos K.Schum.,Ceiba erianthos K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba erianthos,Ceiba,erianthos,SPECIES,ACCEPTED,NA,Espírito Santo,2016,9,28,2016-09-28T00:00:00.000+0000,2018-09-24T19:58:14.564+0000,http://creativecommons.org/licenses/by/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Rio de Janeiro Botanical Garden,389,urn:catalog:JBRJ:RB:1191319,Vitória,RB - Rio de Janeiro Botanical Garden Herbarium Collection,RB,1423936614,NA,urn:catalog:JBRJ:RB:1191319,PhysicalObject,RB01191319,Carlos D. M. Ferreira; F.R.M. Fraga e P. Feliz,JBRJ,NA,"Árvore, 18m. Caule levemente tortuoso, ramos verticilados. Caule e ramos aculeados. Folhas membranáceas, discolores (folhas jovens). Frutos imaturos de coloração verde claro a levemente vináceo. Paina alva. Sementes imaturas de coloração alva a pardacenta.",Carlos D. M. Ferreira,2016-10-26T21:43:20.000+0000,"Santa Lúcia, Morro da Gamela. Cresc na entrada no final da Rua Sirenusa Paiva Stela, ca. 30m após o final da rua. Parque Nacional do Caparaó","[ {
  ""http://rs.tdwg.org/dwc/terms/taxonRank"" : ""sp."",
  ""http://rs.tdwg.org/dwc/terms/specificEpithet"" : ""erianthos"",
  ""http://rs.tdwg.org/dwc/terms/identifiedBy"" : ""Carlos D. M. Ferreira"",
  ""http://rs.tdwg.org/dwc/terms/family"" : ""Bombacaceae"",
  ""http://rs.tdwg.org/dwc/terms/genus"" : ""Ceiba"",
  ""http://rs.tdwg.org/dwc/terms/scientificName"" : ""Ceiba erianthos (Cav.) K.Schum."",
  ""http://rs.tdwg.org/dwc/terms/scientificNameAuthorship"" : ""(Cav.) K.Schum.""
}, {
  ""http://rs.tdwg.org/dwc/terms/taxonRank"" : ""sp."",
  ""http://rs.tdwg.org/dwc/terms/specificEpithet"" : ""erianthos"",
  ""http://rs.tdwg.org/dwc/terms/identifiedBy"" : ""Carlos D. M. Ferreira"",
  ""http://rs.tdwg.org/dwc/terms/family"" : ""Bombacaceae"",
  ""http://rs.tdwg.org/dwc/terms/genus"" : ""Ceiba"",
  ""http://rs.tdwg.org/dwc/terms/scientificName"" : ""Ceiba erianthos (Cav.) K.Schum."",
  ""http://rs.tdwg.org/dwc/terms/scientificNameAuthorship"" : ""(Cav.) K.Schum.""
} ]",RB 665811,[ ],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1571563114,-11.5,-39.2,gass84,7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:53:08.437+0000,2018-09-02T19:51:50.623+0000,112,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,NA,Bahia,2016,10,1,2016-10-01T00:00:00.000+0000,2018-09-02T19:51:50.793+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UEC - Herbário da Universidade Estadual de Campinas,2020,BRA:UNICAMP:UEC:0000196540,Conceição do Coité,UEC - Herbário da Universidade Estadual de Campinas,UEC,1571563114,pt,BRA:UNICAMP:UEC:0000196540,Collection,196540,"Costa, G.; et al.",UNICAMP,"Universidade Estadual de Campinas, UNICAMP","Árvore ca 5m, folhas caducas, flores brancas visitadas por Melipona.; Floresta estacional decidual.",NA,NA,Morro do Mucambo.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1455395626,-23.074167,-44.956389,gass84,16ed67e5-fd70-4fd4-85c3-70ea2da627fe,52603cfd-d564-4e89-a466-5e71813677be,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:19:01.785+0000,2018-04-05T12:02:39.172+0000,115,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,2016-12-24T00:00:00.000+0000,Sp,2016,12,24,2016-12-24T00:00:00.000+0000,2018-07-07T22:11:02.583+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,SPSF - Herbário Dom Bento José Pickel,690,BRA:IF:SPSF:0000051733,Cunha,SPSF - Herbário Dom Bento José Pickel,SPSF,1455395626,pt,BRA:IF:SPSF:0000051733,Collection,51733,A. Maruyama & L. Cicco,IF,"Instituto Florestal, IF","COLETA: Árvore robusta ca. 15 m alt. E DAP ca. 1,5 m. Botões florais de coloração verde. Presença de acúelos na casca externa.; GEOGRAFIA: Arborização Urbana próxima à entrada para Campos Novos.;",A. Maruyama,NA,Entrada para Campos Novos,NA,NA,NA,913,0,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1928673909,-13.553889,-44.3075,"cdround,gass84",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,none,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2018-10-19T13:49:39.004+0000,2018-10-19T13:52:38.903+0000,92,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,NA,Bahia,2015,1,25,2015-01-25T00:00:00.000+0000,2018-10-19T14:02:28.925+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,The New York Botanical Garden,1042,401406bb-fbed-466f-b45e-a1bc98889e09,NA,Vascular plants,NY,1928673909,en,401406bb-fbed-466f-b45e-a1bc98889e09,PhysicalObject,03066040,L. J. T. Cardoso,NY,NA,NA,NA,NA,"Estrada de chÃ£o (BR) entre ColÃ´nia do Formoso e a Cidade de Jaborandi, beira da estrada. Coordenadas do indivÃ­duo (WGS84).",NA,NA,NA,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287145,25 Jan 2015,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,"Cerrado s. str. antropizado, prÃ³ximo a serras de calcÃ¡rio.",ICN,http://biocol.org/urn:lsid:biocol.org:col:15556,25,Jaborandi,sheet,25,1542 ft,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
