name,key,decimalLatitude,decimalLongitude,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,extensions,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,scientificName,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,stateProvince,year,month,day,eventDate,lastInterpreted,license,identifiers,facts,relations,geodeticDatum,class,countryCode,country,rightsHolder,recordNumber,identifier,municipality,datasetName,collectionCode,gbifID,language,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,occurrenceRemarks,identifiedBy,modified,locality,http...unknown.org.http_..rs.tdwg.org.dwc.terms.Identification,otherCatalogNumbers,http...unknown.org.http_..rs.gbif.org.terms.1.0.Multimedia,elevation,elevationAccuracy,coordinateUncertaintyInMeters,references,verbatimEventDate,verbatimLocality,taxonID,http...unknown.org.occurrenceDetails,rights,identificationID,continent,eventTime,fieldNotes,habitat,nomenclaturalCode,institutionID,endDayOfYear,county,preparations,startDayOfYear,verbatimElevation,collectionID,individualCount,higherGeography,http...unknown.org.http_..rs.tdwg.org.dwc.terms.ResourceRelationship,higherClassification,nomenclaturalStatus,bibliographicCitation,fieldNumber,eventRemarks,georeferenceProtocol,typeStatus,identificationRemarks,georeferenceSources,http...unknown.org.http_..rs.tdwg.org.dwc.terms.MeasurementOrFact,acceptedNameUsageID,http...unknown.org.http_..rs.gbif.org.terms.1.0.Description,datasetID,verbatimTaxonRank,organismID,accessRights,verbatimCoordinateSystem,georeferencedDate,establishmentMeans,previousIdentifications,typifiedName,http...unknown.org.http_..rs.gbif.org.terms.1.0.Identifier,waterBody,locationID,eventID,taxonRemarks,dynamicProperties,X[[i]]
Ceiba glaziovii,1089255909,-6.65,-40.116667,"gass84,iddatunl",ca7f81ae-ebf9-43a8-947c-535a87fe5aec,4d653db1-17d5-4565-99a5-d88643e240ce,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:20:42.669+0000,2018-09-24T19:20:42.695+0000,118,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,1996-08-01T00:00:00.000+0000,Ceará,1996,8,7,1996-08-07T00:00:00.000+0000,2018-09-24T19:20:44.461+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,EAC - Herbário Prisco Bezerra,277,BRA:UFC:EAC:0000050224,Aiuaba,EAC - Herbário Prisco Bezerra,EAC,1089255909,pt,BRA:UFC:EAC:0000050224,Collection,50224,"Paula-Zárate, E.L.","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Árvore, 14m, ocasional, caule tronco, casca castanha rugosa, corola branca.; Caatinga arbórea","Lima-Verde, L.W.; Loiola, M.I.B.",NA,"Estação Ecológica de Aiuaba, Gado Bravo, Bruno não-cálcico.",NA,NA,NA,410,0,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba erianthos,1094741475,-12.716667,-39.7,"gass84,iddatunl",2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-09T15:46:56.683+0000,2018-09-10T18:25:57.248+0000,118,none,PRESERVED_SPECIMEN,8075191,6,7707728,220,941,6685,3152218,8075191,8075191,Ceiba erianthos K.Schum.,Ceiba erianthos K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba erianthos,Ceiba,erianthos,SPECIES,ACCEPTED,2004-03-01T00:00:00.000+0000,Bahia,1996,8,31,1996-08-31T00:00:00.000+0000,2018-09-10T18:26:02.752+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,1783,BRA:UEFS:HUEFS:0000023354,Itatim,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,1094741475,pt,BRA:UEFS:HUEFS:0000023354,Collection,23354,"França, F.",UEFS,Universidade Estadual de Feira de Santana (UEFS),NA,P.Gibbs & J.Semir,NA,"Morro das Tocas, mata da base.",NA,NA,NA,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1089249902,-6.65,-40.116667,"gass84,iddatunl",ca7f81ae-ebf9-43a8-947c-535a87fe5aec,4d653db1-17d5-4565-99a5-d88643e240ce,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:20:39.757+0000,2018-09-24T19:20:39.916+0000,118,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,1996-08-01T00:00:00.000+0000,Ceará,1996,8,7,1996-08-07T00:00:00.000+0000,2018-09-24T19:20:41.359+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,EAC - Herbário Prisco Bezerra,277,BRA:UFC:EAC:0000043998,Aiuaba,EAC - Herbário Prisco Bezerra,EAC,1089249902,pt,BRA:UFC:EAC:0000043998,Collection,43998,"Paula-Zárate, E.L.","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Árvore, 14m, ocasional; casca castanha, rugosa; corola branca.; Caatinga arbórea","Lima-Verde, L.W.; Loiola, M.I.B.",NA,"Estação Ecológica de Aiuaba, Gado Bravo, Substrato: solo bruno não-cálcico.",NA,NA,NA,410,0,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1500374981,0,0,"cucdmis,gass84,zerocd",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:53:07.943+0000,2018-08-03T19:55:11.597+0000,112,none,PRESERVED_SPECIMEN,3152218,6,7707728,220,941,6685,3152218,NA,3152218,Ceiba Mill.,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Ceiba,NA,GENUS,ACCEPTED,NA,Bahia,1996,8,23,1996-08-23T00:00:00.000+0000,2018-08-03T19:55:27.126+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UEC - Herbário da Universidade Estadual de Campinas,4564,BRA:UNICAMP:UEC:0000194260,Tucano,UEC - Herbário da Universidade Estadual de Campinas,UEC,1500374981,pt,BRA:UNICAMP:UEC:0000194260,Collection,194260,"Queiroz, L.P.; Nascimento, N.S.",UNICAMP,"Universidade Estadual de Campinas, UNICAMP","Árvore com tronco dilatado. Fortemente armado por grandes acúleos cônicos no tronco e ramos. Folhas papiráceas. Flores com cálice verde-esbranquiçada, pétalas brancas com listas vináceas ma base.",NA,NA,"Ca 7-12km NW de Cipó, a estrada para Tucano, entrando a ca. 4km N de Cipó, a partir da BR 110.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba insignis,1928132174,-10.966916772707025,-38.78657149197472,"cdrep,iddatunl",d415c253-4d61-4459-9d25-4015b9084fb0,ae447c50-b8a8-11d8-92a4-b8a03c50a862,none,17017c2c-036b-45d9-b045-606d21b00771,US,DWC_ARCHIVE,2018-10-19T13:46:59.035+0000,2018-10-19T13:47:51.778+0000,92,none,PRESERVED_SPECIMEN,5663215,6,7707728,220,941,6685,3152218,5663215,5663215,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba insignis,Ceiba,insignis,SPECIES,ACCEPTED,1998-01-01T00:00:00.000+0000,Bahia,1996,8,23,1996-08-23T00:00:00.000+0000,2018-10-19T13:55:00.549+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,The New York Botanical Garden,4564,19db8b3b-3956-4806-a2c6-1d1c17ba584a,NA,Vascular plants,NY,1928132174,en,19db8b3b-3956-4806-a2c6-1d1c17ba584a,PhysicalObject,402433,L. P. de Queiroz,NY,NA,NA,J. A. Kallunki,NA,"Ca. 7-12 km NW de CipÃ³, na estrada para Tucano, entrando a ca. 4 km N de CipÃ³, a partir da Br 110",NA,NA,NA,NA,NA,NA,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78894,23 Aug 1996,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,ICN,http://biocol.org/urn:lsid:biocol.org:col:15556,236,Tucano,sheet,236,NA,http://biocol.org/urn:lsid:biocol.org:col:15556,NA,NA,NA,NA,NA,NA,NA,NA,Other source,NA,NA,CRIA (Centro de ReferÃªncia em InformaÃ§Ã£o Ambiental),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba pubiflora,1077562964,0,0,"cucdmis,gass84,zerocd",f45c5ee0-e5ec-42e3-a80a-07318144efa4,202d5f34-ff58-4ad7-964f-c947ce18078e,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T16:38:53.704+0000,2018-08-03T12:05:01.444+0000,120,none,PRESERVED_SPECIMEN,7361253,6,7707728,220,941,6685,3152218,7361253,7361253,Ceiba pubiflora K.Schum.,Ceiba pubiflora K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba pubiflora,Ceiba,pubiflora,SPECIES,ACCEPTED,NA,Bahia,1996,8,23,1996-08-23T00:00:00.000+0000,2018-08-03T12:05:09.100+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,IPA - Herbário - IPA Dárdano de Andrade Lima,4564,BRA:IPA:IPA:0000062739,Tucano,IPA - Herbário - IPA Dárdano de Andrade Lima,IPA,1077562964,pt,BRA:IPA:IPA:0000062739,Collection,62739,"Queiroz, L.P. de; Nascimento, N.S.; Nascimento, N.S.",IPA,"Empresa Pernambucana de Pesquisa Agropecuária, IPA","Árvore com tronco dilatado. Fortemente armado por grandes acúleos cônicos no tronco e ramos. Folhas papiráceas. Flores com cálice verde-esbranquiçada, pétalas brancas com listas vináceas na base.",NA,NA,"ca. 7-12km NW de Cipó, na estrada para Tucano, entrando a ca. 4km N de Cipó, apartir da BR 110.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1089048168,0,0,"cucdmis,gass84,zerocd",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:52:36.271+0000,2018-08-03T19:54:29.710+0000,112,none,PRESERVED_SPECIMEN,6008660,6,7707728,220,941,6685,3152218,NA,3152218,Chorisia Kunth,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Chorisia,NA,GENUS,SYNONYM,NA,Goiás,1996,9,20,1996-09-20T00:00:00.000+0000,2018-08-03T19:54:39.601+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UEC - Herbário da Universidade Estadual de Campinas,2063,BRA:UNICAMP:UEC:0000094404,Ipameri,UEC - Herbário da Universidade Estadual de Campinas,UEC,1089048168,pt,BRA:UNICAMP:UEC:0000094404,Collection,94404,"Cavalcanti, T.B.",UNICAMP,"Universidade Estadual de Campinas, UNICAMP","Arboreo, flor rosa-clara.&nf;Guias de nectar, rosa magenta, filetes roseos, anteras marrons.; Mata ciliar, substrato arenoso, relevo montanhoso.",NA,NA,Bacia de inundação de AHE-Corumba.&nf;Coleta na copa das árvores semi-inundadas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1087055674,0,0,"cucdmis,gass84,zerocd",1e0f3d99-eb02-4806-b6a4-e903568129ec,b7ea834f-8d60-40ea-ab2c-5057000f0afd,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-25T15:45:57.463+0000,2017-12-29T14:33:26.973+0000,114,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,1999-02-22T00:00:00.000+0000,Pernambuco,1996,10,21,1996-10-21T00:00:00.000+0000,2018-07-07T12:58:57.298+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UFP - Herbário UFP - Geraldo Mariz,280,BRA:UFPE:UFP:0000021996,Pesqueira,UFP - Herbário UFP - Geraldo Mariz,UFP,1087055674,pt,BRA:UFPE:UFP:0000021996,Collection,21996,"Baracho, G.S.",UFPE,"Universidade Federal de Pernambuco, UFPE","DESC:Árvore ca. de 12,0m. Flores brancas, vistosas, amareladas fundo da corola. Antese noturna, quiropterófila, visitada durante o dia por beija-flores e abelhas. Indivíduo com ninho de Trigona spinipes.;","Siqueira-Filho, J.A.",NA,Entre Pesqueira - Alagoinha ( Beira de estrada).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba glaziovii,1587304816,-9.305556,-36.864722,gass84,a0cb1f6e-5766-4cc5-a8a0-cfc6a22c5c3d,81114709-2a6c-4e0b-908b-cb207a8708c2,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-09-24T19:22:36.523+0000,2018-09-24T19:22:36.593+0000,116,none,PRESERVED_SPECIMEN,7813916,6,7707728,220,941,6685,3152218,7813916,7813916,Ceiba glaziovii (Kuntze) K.Schum.,Ceiba glaziovii (Kuntze) K.Schum.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba glaziovii,Ceiba,glaziovii,SPECIES,ACCEPTED,2008-09-18T00:00:00.000+0000,Alagoas,1996,10,30,1996-10-30T00:00:00.000+0000,2018-09-24T19:22:41.856+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,3777,BRA:IMA:MAC:0000009432,Minador do Negrão,MAC - Herbário do Instituto do Meio Ambiente do Estado de Alagoas,MAC,1587304816,pt,BRA:IMA:MAC:0000009432,Collection,9432,R.P.Lyra-Lemos; M.N.Rodrigues; C.S.S.Barros,IMA,"Instituto do Meio Ambiente do Estado de Alagoas, IMA","Caatinga arbórea degradada, área plana úmida no inverno. Hipoxerófila.",E.C.O.Chagas,NA,Próxima à zona urbana.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1571565663,0,0,"cucdmis,gass84,iddatunl,zerocd",f9040e31-ee85-4b92-9963-a0272a44ec96,a84dccda-c5b2-4319-abbf-3c24601e89a2,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:46:58.982+0000,2018-01-05T18:37:55.071+0000,100,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,1996-01-01T00:00:00.000+0000,Mato Grosso,1996,11,NA,1996-11-01T00:00:00.000+0000,2018-07-07T10:24:30.485+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UFMT - Herbário UFMT,23,BRA:UFMT:UFMT:0000018785,Chapada dos Guimarães,UFMT - Herbário UFMT,UFMT,1571565663,pt,BRA:UFMT:UFMT:0000018785,Collection,18785,"Pinto, J.R.R.",UFMT,Universidade Federal de Mato Grosso (UFMT),"Árboreo, 7,5 m de altura.&nf;; Floresta de Vale.","Oliveira Filho, A.T.",NA,Parque Nacional da Chapada dos Guimarães ( Véu de Noiva).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba,1042677384,-8.992,-69.55,"gass84,gdativ",3cc6171e-8c52-4f65-ad7a-32c74e395f29,c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b,none,ada4205f-679c-4a86-9759-ff652ac467b3,BR,DWC_ARCHIVE,2017-10-08T07:25:19.371+0000,2014-11-24T14:45:35.996+0000,50,none,PRESERVED_SPECIMEN,6008660,6,7707728,220,941,6685,3152218,NA,3152218,Chorisia Kunth,Ceiba Mill.,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,NA,Chorisia,NA,GENUS,SYNONYM,NA,Acre,1996,11,27,1996-11-27T00:00:00.000+0000,2018-07-07T16:23:31.517+0000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,Instituto Nacional de Pesquisas da Amazônia (INPA),1610,urn:catalog:inpa:herbarium:211726,NA,"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042677384,pt,urn:catalog:inpa:herbarium:211726,Collection,228237,Mike Hopkins,Instituto Nacional de Pesquisas da Amazônia (INPA),NA,NA,NA,2014-09-26T00:00:00.000+0000,"Seringal Escondido., Rio Purus, margem esquerda, seringal Escondido, colocação São Sebastião.",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,License Elements,NA,SOUTH_AMERICA,NA,NA,NA,NA,01.263.896/0015-60,NA,Manoel Urbano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1500374996,0,0,"cucdmis,gass84,zerocd",7741a517-ab3d-4b85-ae58-56322e44c8ce,d073b448-6b80-4364-8c38-18d08b88797f,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:53:07.965+0000,2018-08-03T19:55:11.633+0000,112,none,PRESERVED_SPECIMEN,6057259,6,7707728,220,941,6685,3152218,8688929,8688929,Chorisia speciosa A.St.-Hil.,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Chorisia,speciosa,SPECIES,SYNONYM,NA,São Paulo,1996,NA,NA,1996-01-01T00:00:00.000+0000,2018-08-03T19:55:27.130+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,UEC - Herbário da Universidade Estadual de Campinas,253,BRA:UNICAMP:UEC:0000194264,Matão,UEC - Herbário da Universidade Estadual de Campinas,UEC,1500374996,pt,BRA:UNICAMP:UEC:0000194264,Collection,194264,"Rozza, A.",UNICAMP,"Universidade Estadual de Campinas, UNICAMP",NA,NA,NA,Fazenda Cambuhy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba insignis,1095535252,0,0,"cucdmis,gass84,zerocd",3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,ab5c0b99-5af3-4958-b03c-0b7e85481cc1,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:43:18.664+0000,2018-06-04T19:35:30.950+0000,109,none,PRESERVED_SPECIMEN,5663215,6,7707728,220,941,6685,3152218,5663215,5663215,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba insignis,Ceiba,insignis,SPECIES,ACCEPTED,NA,Paraná,1995,2,14,1995-02-14T00:00:00.000+0000,2018-07-07T12:38:49.486+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,MBM - Herbário do Museu Botânico Municipal,251,BRA:MBM:MBM:0000195615,Pinhão,MBM - Herbário do Museu Botânico Municipal,MBM,1095535252,pt,BRA:MBM:MBM:0000195615,Collection,195615,"Tiepolo, G; et al.",MBM,"Museu Botânico Municipal de Curitiba, MBM",NA,"Hatschbach, G",NA,Fazenda Capão Bonito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba insignis,1095518048,0,0,"cucdmis,gass84,zerocd",3b8e9d83-b2d4-4a97-973c-31d98b67b1e9,ab5c0b99-5af3-4958-b03c-0b7e85481cc1,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-02T19:43:13.821+0000,2018-06-04T19:35:24.218+0000,109,none,PRESERVED_SPECIMEN,5663215,6,7707728,220,941,6685,3152218,5663215,5663215,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Ceiba insignis (Kunth) P.E.Gibbs & J.Semir,Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba insignis,Ceiba,insignis,SPECIES,ACCEPTED,NA,Paraná,1995,2,22,1995-02-22T00:00:00.000+0000,2018-07-07T12:38:49.712+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,MBM - Herbário do Museu Botânico Municipal,253,BRA:MBM:MBM:0000175305,Bandeirantes,MBM - Herbário do Museu Botânico Municipal,MBM,1095518048,pt,BRA:MBM:MBM:0000175305,Collection,175305,"Ferrari Tomé, MV",MBM,"Museu Botânico Municipal de Curitiba, MBM",NA,"Hatschbach, G",NA,Lata Laranjinha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceiba speciosa,1086940232,0,0,"cucdmis,gass84,zerocd",78dcee36-b0a2-4679-802d-bc0b5016518b,eec37c7c-2dce-440e-8de1-966214931e74,none,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2018-10-14T17:58:07.627+0000,2018-09-14T17:56:58.100+0000,120,none,PRESERVED_SPECIMEN,8688929,6,7707728,220,941,6685,3152218,8688929,8688929,"Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna","Ceiba speciosa (A.St.-Hil., A.Juss. & Cambess.) Ravenna",Plantae,Tracheophyta,Malvales,Malvaceae,Ceiba,Ceiba speciosa,Ceiba,speciosa,SPECIES,ACCEPTED,NA,Paraná,1995,2,22,1995-02-22T00:00:00.000+0000,2018-09-14T17:57:00.214+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,none,none,none,WGS84,Magnoliopsida,BR,Brazil,FUEL - Herbário da Universidade Estadual de Londrina,253,BRA:UEL:FUEL:0000023948,NA,FUEL - Herbário da Universidade Estadual de Londrina,FUEL,1086940232,pt,BRA:UEL:FUEL:0000023948,Collection,23948,"Tomé, MVF","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Arbóreo 10m, cheiro suave, observada intensa visitação de borboletas e abelhas mangava.","Hatschbach, G",NA,BR 369,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
