datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2016-03-21 11:36:23-03"	UFC	EAC	26746	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Castro, A.S.F."	2011	07	20		589		"Castro, A.S.F."	1998	06	29			"Southern America"	Brasil	Ceará	Fortaleza	"Horto Municipal de Fortaleza"	0	0	-38.5431	-3.71722	19924												"Árvore aculeada, flor rósea"	EAC0026746
"2017-02-20 13:45:34-03"	IAC	IAC	34609	Ceiba	S	Plantae				Malvaceae	Ceiba				"L.C. Bernacci"					2463		"L.C. Bernacci"	1997	08	15				Brasil	"Mato Grosso"	"São José do Xingu"	"Santa Cruz"	-52.7442	-10.8044																
"2017-02-20 13:52:13-03"	IAC	IAC	53917	"Ceiba crispiflora"	S	Plantae				Malvaceae	Ceiba	crispiflora		"(Kunth) Ravenna"	"D.R.C. Ribeiro"	2013	12	10		36		"D.R.C. Ribeiro"	2012	04	16				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa, Fitoquímica"	-47.07717	-22.87025															"coordenada medida: 47W 04#?# 62#?##?# , 22S 52#?# 22#?##?#"	
"2016-10-10 14:17:04-03"	IAC	IAC	19909	"Ceiba erianthus"	S	Plantae				Malvaceae	Ceiba	erianthus		"(Cav.) K.Schum."	"H.F. Leitão Filho & C. Aranha"	1968	05	27		s/nº		"H.M. Souza"	1968	05	18				Brasil	"São Paulo"	Piracicaba	"ESALQ, Parque"	-47.6492	-22.7253																
"2017-02-20 13:52:13-03"	IAC	IAC	42673	"Ceiba jasminodora"	S	Plantae				Malvaceae	Ceiba	jasminodora		"(A.St.-Hil.) K.Schum."	"J.E.A. Bertoni & A. Geremias"					676		"J.E.A. Bertoni & A. Geremias"	2002	06	20				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Tristeza, L7 - P19"	-47.08676	-22.86372															"Procedência: Bahia (Burle Marx)."	
"2017-02-20 13:52:13-03"	IAC	IAC	1000	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"F.C. Hoehne"	1938	01	18		s/nº		"J. Santoro"	1937	09	21				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa"	-47.07717	-22.87025															"Nome popular: Ceiba lisa, suma-uma, sumaúma comum), sumaúma de terra firme na Amazonas"	
"2016-10-10 14:17:04-03"	IAC	IAC	23266	"Ceiba petandra"	S	Plantae				Malvaceae	Ceiba	petandra		Gaertn.	"P.L.G. Abramides"					s/nº		"A. Rocha"	1976	07	07				Brasil	Bahia	Santaluz		-39.3747	-11.2558																
"2016-10-10 14:17:04-03"	IAC	IAC	4598	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		K.Schum.	"D.M. Dedecca"					s/nº		"A.P. Viégas & J.E.T. Mendes"	1939	06	09				Brasil	"São Paulo"	Campinas	"Fazenda Chapadão"	-47.0608	-22.9056															"(Paineira flor creme)"	
"2017-02-20 13:52:13-03"	IAC	IAC	4754	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."	"O. Handro"	1944	03	17		s/nº		"O.T. Mendes Sobrinho"	1939	05	06				Brasil	"São Paulo"	"Santa Adélia"	"Fazenda Santa Luiza"	-48.8042	-21.2428																
"2017-02-20 13:52:13-03"	IAC	IAC	4758	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."	"M.C. Duarte"	2006	05			s/nº		"O.T. Mendes"	1939	05	18				Brasil	"São Paulo"	Pindorama	"Fazenda Elidio Ribeiro"	-48.9072	-21.1858															"Pindorama 263 (Paineira cor rosa)"	
"2016-10-10 14:17:04-03"	IAC	IAC	4759	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		K.Schum.	"A. Gehrt"	1942	08	24		s/nº		"O.T. Mendes"	1939	05	18				Brasil	"São Paulo"	Pindorama	"Fazenda Elidio Ribeiro"	-48.9072	-21.1858															"(Paineira cor carmim) det. esp. o.Handro, 03/02/1944"	
"2016-10-10 14:17:04-03"	IAC	IAC	4760	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		K.Schum.	"A. Gehrt"	1942	08	24		s/nº		"O.T. Mendes"	1939	05	18				Brasil	"São Paulo"	Pindorama	"Fazenda Elidio Ribeiro"	-48.9072	-21.1858															"(Paineira cor carmim claro)"	
"2016-10-10 14:17:04-03"	IAC	IAC	8170	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		K.Schum.	"O. Handro"	1947	05	23		s/nº		"D.M. Dedecca"	1947	04	15				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa"	-47.07717	-22.87025															"CoL. arvores de sombra"	
"2017-02-20 13:52:13-03"	IAC	IAC	42180	"Ceiba samauma"	S	Plantae				Malvaceae	Ceiba	samauma		"(Mart.) K.Schum."	"J. Semir"	2007	03			669		"J.E.A. Bertoni & A. Geremias"	2002	01	04				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Tristeza, L 9, P27"	-47.08676	-22.86372															"Procedência: Mato Grosso."	
"2017-02-20 13:52:13-03"	IAC	IAC	38526	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"G.L. Esteves"	2003	02			762		"R.B. Torres & E.V. Franceschinelli et al."	1999	10	12				Brasil	"Minas Gerais"	Camanducaia	"Mata dos Mota"	-46.1447	-22.7553																
"2017-02-20 13:52:13-03"	IAC	IAC	38658	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"G.L. Esteves"	2003	02			894		"R.B. Torres & E.V. Franceschinelli et al."	1999	10	14				Brasil	"Minas Gerais"	Camanducaia	"Mata dos Vargas"	-46.1447	-22.7553																
"2017-02-20 13:52:13-03"	IAC	IAC	39173	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"G.L. Esteves"	2003	02			1158		"R.B. Torres et al."	2000	03	03				Brasil	"Minas Gerais"	Camanducaia	"Sertão dos Lopes, beira da estrada , estrada do Pinhalzinho"	-46.1447	-22.7553															"face interna das petalas branca com manchas marrons"	
"2017-02-20 13:52:13-03"	IAC	IAC	41304	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"J. Semir"					231		"J.E.A. Bertoni & A. Geremias"	2000	04	28				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa, Monjolinho, Quadra Neusa Diniz, L6, P26"	-47.08676	-22.86372																
"2017-02-20 13:52:13-03"	IAC	IAC	42700	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"J. Semir"	2007	03			776		"J.E.A. Bertoni & A. Geremias"	2002	04	30				Brasil	"São Paulo"	Campinas	"IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L4 - P28"	-47.08676	-22.86372															"Procedência: Bolivia"	
"2017-02-20 13:52:13-03"	IAC	IAC	46517	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"J.A.M.A. Gomes & J. Pena Filho"					47		"J.A.M.A. Gomes & J. Pena Filho"	2004	10	18				Brasil	"São Paulo"	Campinas	"Bosque dos Jequitibás"	-47.042331	-22.801017															"ind. 1023 fitossoc."	
"2017-04-17 14:49:59-03"	ICA/UFMG	MCCA	1	"Ceiba rubriflora"	S	Plantae				Malvaceae	Ceiba	rubriflora		"Carv.-Sobr. & L.P.Queiroz"	"SOUZA, C.L.L."	2016	08	05				"SOUZA, C.L.L."	2016	08	05				Brasil	MG	"Montes Claros"		0	0	-43.8617	-16.735	72568													
"2017-04-19 14:52:47-03"	UFBA	ALCB	120835	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									76		"Gandara, A; Staudt, MG; Amorim, VO"	2015	06	16			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Vila Ventura."	-40.995278	-11.674722					728	728									"ca. 15m. Folhas discolores. Cálice verde, corola alva rajada de lilás a rosa. Filete róseo e anteras alvas, estilete alvo e estigma rosa."	ALCB006919
"2017-04-19 14:52:47-03"	UFBA	ALCB	121053	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba				"Guedes, ML"	2015	06			23527		"Guedes, ML; Alunos de Botânica BIO C05"	2015	06	12			"Southern America"	Brasil	Bahia	Ipupiara	"Caminho para o Rio Verde."	-42.466667	-11.835556					863	863									"de ca 6 m de altura, fuste espinescente. Folhas com folíolos cartáceos. Flores com pétalas alvas indumento lanoso externamente e base vinácea.Fruto imaturo."	ALCB000745
"2017-04-19 14:52:47-03"	UFBA	ALCB	30557	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									4839		"Guedes, ML"	1997	07	13			"Southern America"	Brasil	Bahia	Jacobina	"Piemonte da Diamantina, Vila da Barra"	-40.489444	-11.306111															"Ca. de 5 m. espinescente. Folhas com folíolos cartáceos. Botões verdes, pétalas alvas, tomentosas internamente, pintalgadas de vinho; filetes alvos, estames amarelos, estigma vináceo."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	55996	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									481		"Santana, DL; Loureiro, DM; Guedes, ML"	2001	11	02			"Southern America"	Brasil	Bahia	Jequié	"Sudoeste, Bairro Suíça"	-40.083333	-13.85															"4,0 m; tronco espinescente. Folhas jovens, membranáceas, verde-amarronzadas. Frutos cápsulas passadas, sementes com pelos lamiginosos. Rara.; arbustiva, indivíduos com ca. 2,0 m de altura."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	82738	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									11		"Venâncio, AF; Esteves, F"	2008	02	07			"Southern America"	Brasil	Bahia	Iraquara	"Chapada Diamantina, Olhos d' água"	-41.577778	-12.350278															"de ca 5 m de altura, CAP 64 cm, caule com acúleos e dispersão anemocórica. Folhas compostas. Material estéril.; Floresta Estacional Decidual, solo raso calcário."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	82738	Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									11		"Venâncio, AF; Esteves, F"	2008	02	07			"Southern America"	Brasil	Bahia	Iraquara	"Chapada Diamantina, Olhos d' água"	-41.577778	-12.350278															"de ca 5 m de altura, CAP 64 cm, caule com acúleos e dispersão anemocórica. Folhas compostas. Material estéril.; Floresta Estacional Decidual, solo raso calcário."	
"2017-04-19 14:52:47-03"	UFBA	ALCB		Ceiba	S	Plantae	Dicotyledon			Malvaceae	Ceiba									3777		"Lyra-Lemos, RP"	1996	10	30			"Southern America"	Brasil	Alagoas	"Minador do Negrão"	"próximo a zona urbana, área plana, úmida no inverno, degredada"	0	0	-36.8647	-9.30528	11111												"frutos imaturos."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	111218	"Ceiba cf. glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	"cf. glaziovii"		"(O. Kuntze) K.Schum."	"Guedes, ML"	2014	02			21027		"Guedes, ML; Silva, MS dos; et al."	2013	10	18			"Southern America"	Brasil	Bahia	"Santa Teresinha"	"Fazenda Limoeiro."	-39.516667	-12.766667															"de ca 7 m de altura. Folhas digitadas, folíolos cartáceos, discolores. Flores axilares, botões verdes e flores com pétalas com indumento alvo."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	122476	"Ceiba cf. glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	"cf. glaziovii"		"(O. Kuntze) K.Schum."	"Carvalho, GM"	2015	04			47		"Gandara, A; Carvalho, GM; Valadão, R de M"	2015	04	19			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Próximo a Lagoa 33 - Ourolândia. Projeto Bons Ventos."	-41.43	-10.866111					664	664									"ca. 12m. Folhas concolores. Cálice verde, corola lilás com rajadas roxas."	ALCB009468
"2017-04-19 14:52:48-03"	UFBA	ALCB	107473	"Ceiba ventricosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	ventricosa		"Nees & Mart."						209c		"Dias Martins, CTV de"	2012	05	28			"Southern America"	Brasil	Bahia	Juazeiro	"Baixo Médio São Francisco, entre Junco e pau Preto"	-40.316667	-9.333333															"ca. 7 m alt. Flores abrancas."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	16989	"Ceiba erianthos"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	erianthos		"(C.C.Davis) K.Schum."	"Semir, J"					641		"Oliveira, ELPG de"	1985	03	28			"Southern America"	Brasil	Bahia	Jacobina	"Piemonte da Diamantina, margem esquerda do Rio Jacuípe."	-40.483333	-11.3															"ca. 8 m alt. Tronco cheio de espinho, tem fibra como o sizal. Muito frequente, característica da região. Forrageira."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	30557	"Ceiba erianthos"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	erianthos		"(C.C.Davis) K.Schum."	"Carvalho-Sobrinho, JG de"	2004	04			4839		"Guedes, ML; Velozo, ES"	1997	07	13			"Southern America"	Brasil	Bahia	Jacobina	"Piemonte da Diamantina, Vila da Barra"	-40.516667	-11.166667															"ca. 5,0 m., espinescente. Folíolos cartáceos. Botões verdes; pétlas alvas, tomentosas internamente, pintalgadas de vinho; filetes alvos, estames amarelos, estigma vináceo. Ocasional."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	63884	"Ceiba erianthos"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	erianthos		"(C.C.Davis) K.Schum."	"Gibbs, P"	2002	05			503		"Miranda Silva, EB; Leite, KRB; Correia, C; Marques da Silva, B"	2000	05	15			"Southern America"	Brasil	Bahia	Abaíra	"Chapada Diamantina, Estrada Catolés - Ouro Verde, ca 2 km de Ouro Verde"	-41.775556	-13.322222					800	800									"Ca. de 3 m de alt. Folha subcoriácea levemente discolor. Botões verdes. Flor com cálice verde, pétalas brancas na face abaxial e brancas com manchas róseas até a metade, na face adaxial; androceu branco, ovário e estilete brancos, estigma róseo."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	51790	"Ceiba erianthus"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	erianthus		"(C.C.Davis) K.Schum."	"Guedes, ML"	2001	03			11		"Almeida, DJ"	2000	09	21			"Southern America"	Brasil	Bahia	"Ponto Novo"	"Piemonte da Diamantina, Lagoa da Devota."	-40.133333	-10.85															"Folhas com folíolos cartáceos. Flores alvas."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	52748	"Ceiba ericanthus"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	ericanthus		"(C.C.Davis) K.Schum."	"Guedes, ML"	2000	09			11		"Almeida, DS"	2000	09	21			"Southern America"	Brasil	Bahia	"Ponto Novo"	"Piemonte da Diamantina, Limeira"	-40.133333	-10.85															"folhas membranáceas, discolores. Flores brancas."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	024401	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Semir, J"					s/n		"Bonfim, GC"	1993	08	20			"Southern America"	Brasil	Bahia	Jacobina	"Piemonte da Diamantina, Cafelândia"	-40.483333	-11.3															"ca. 8 m alt. Sem folhas e frutos. Pessoas da região informaram que o fruto possue fibras parecidas com algodão, usadas para manufatura de pequenas peças de tecidos."	
"2017-04-19 14:52:47-03"	UFBA	ALCB	117802	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2014	04			22862		"Guedes, ML; Alunos de Botânica Econômica"	2014	06	19			"Southern America"	Brasil	Bahia	"Nova Fátima"	"Paraguaçu, 259 Km de Salvador-BA."	-39.616667	-11.6															"de ca 9 m de altura. Folhas digitadas, folíolos coriáceos, discolores. Inflorescência com botões verde-avermelhados, flores com pétalas alvas , tomentosas externamente."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	39143	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Carvalho-Sobrinho, JG de"	2004	04			PCD&nf;3444		"Harley, RM; Hind, DJN; Smith, S; Bautista, HP"	1996	07	06			"Southern America"	Brasil	Bahia	Jacobina	"Piemonte da Diamantina, Barracão de Cima"	-40.559444	-11.027222					622	622									"10,0 m, aculeada, copa muito ramificada, ramos descentes. Folíolos cartáceos. Botões novos cremes, maduros alvos. Flores de cálice verde-amarelado com tom vináceo, corola alva com pétalas de base roxo-intenso de onde partem estrias roxas para a lâmin"	
"2017-04-19 14:52:48-03"	UFBA	ALCB	62800	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2003	09			10418		"Guedes, ML; Xavier, AB; Queiroz, EP"	2003	08	15			"Southern America"	Brasil	Bahia	"Ribeira do Pombal"	"Nordeste, entre Arací e Jorrinho"	-38.533333	-10.833333															"de 15 m de altura com copa ampla. Folhas com folíolos coriáceos, discolores. Botões verdes. Flores com cálice verde rosado, corola externamente alva e internamente estriada de vinho. Estames e estígma alvos. Ocasional.; Árvore de 15 m de altura, com"	
"2017-04-19 14:52:48-03"	UFBA	ALCB	65710	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2004	10			10848		"Guedes, ML; Xavier, AB; Anjos, BA dos"	2004	03	20			"Southern America"	Brasil	Bahia	"Euclides da Cunha"	"Noroeste, Sítio do Jaime"	-39	-10.5															"Ca. de 10 m, caule providos de acúleos cônicos. Folhas palmaticompostas, com 4 -7 foliolos. Frutos cápsula."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	65710	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2004	10			10848		"Guedes, ML; Xavier, AB; Anjos, BA dos"	2004	03	17			"Southern America"	Brasil	Bahia	"Euclides da Cunha"	"Noroeste, Sítio do Jaime"	-39	-10.5															"de ca 10m. ,caule providos de acúleos cônicos. Folhas palmaticompostas, com 4-7 folíolos. Fruto Cápsula.; arbustiva-arbórea"	
"2017-04-19 14:52:48-03"	UFBA	ALCB	89271	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2009	08			15145		"Guedes, ML; Gomes, FS; Alunos de Botânica III"	2009	05	04			"Southern America"	Brasil	Bahia	Seabra	"Chapada Diamantina, Caminho Seabra para Palmeiras, BR 242. Ponto 5"	-41.732778	-12.488056					789	789									"de ca 12 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores de cálice verde-vináceos, corola com pétalas róseas, pintalgada de vinho. Estames e estiletes alvos. Estígmas róseos."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	89870	"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Guedes, ML"	2009	09			15797		"Guedes, ML; Gomes, FS; et al."	2009	08	04			"Southern America"	Brasil	Bahia	Urandi	"Serra Geral, Caminho para o Rio Raízes. Ponto 01"	-42.650833	-14.765278					709	709									"de ca 10 m de altura. Frutos imaturos verdes."	
"2017-04-19 14:52:47-03"	UFBA	ALCB		"Ceiba glaziovii"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	glaziovii		"(O. Kuntze) K.Schum."	"Carvalho-Sobrinho, JG de"	2002	11			7303		"Queiroz, LP de; Correia, C; Costa, J; Nascimento, JG"	2002	08	16			"Southern America"	Brasil	Bahia	Itiúba	"Piemonte da Diamantina, Serra de Itiúba"	-39.812778	-10.681944					445	445									"ca. 10,0 m de alt.; tronco estriado cinza e verde com acúleos cônicos. Folíolos coriáceos, levemente discolores.; arbórea."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	16508	"Ceiba incana"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	incana		"A. Robyns"	"Bocage, A"	1995	02			3112		"Noblick, LR"	1984	03	29			"Southern America"	Brasil	Bahia	"Feira de Santana"	"Paraguaçu, Faz. Boa Vista - Serra de São José"	-38.966667	-12.25															"Ca. de 20 - 25 m x 85 - 90 cm com troncos de espinhos grossos, só nas raízes. Folhas digitadas de 4 -5 folíolos e flores de cálice verde, pétalas brancas pilosas com uma mancha e listas roxeadas."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	17502	"Ceiba pentandra"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pentandra		Goertn.	"Oliveira, ELPG de"	1985	04			663		"Oliveira, ELPG de"	1985	03	29			"Southern America"	Brasil	Bahia	Mairi	Paraguaçu	0	0	-40.1489	-11.7114	25726												"Ca. de 8 m de alt. Flor branca, madeira leve, o tronco cheio de acúle."	
"2017-04-19 14:52:48-03"	UFBA	ALCB		"Ceiba pentandra"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pentandra		Goertn.	"Oliveira, FJ de"	1998	10			664		"Sant'Ana, SC de; Oliveira, FJ de; Juchum, FS; Dias, CM; Neto, CQ"	1998	08	18			"Southern America"	Brasil	Bahia	Ilhéus	"Litoral Sul, BR 415, ca. 17 km no trecho Ilhéus/Itabuna, próximo ao distrito de Salobrinho"	-39.033333	-14.783333															"25,0 m, 3 m de diâmetro. Folhas verdes, concolores. Flores com pétalas arroxeadas; filetes brancos, anteras amareladas. Planta introduzida."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	039144	"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K. Shum."	"Carvalho-Sobrinho, JG de"	2011	01	25		PCD&nf;3095		"Hind, DJN; Harley, RM; Funch, L; Bautista, HP"	1996	06	27			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, Próximo ao rio Ventura"	-41.007222	-11.679167					770	770									"12,00 m, tronco entumescido e espinhoso. Folhas cartáceas. Flores de cálice vináceo, corola com pétalas alvas, estrias e base vinácea; estames e estiletes alvos. Frutos imaturos verdes, ca. 15 cm de comprimento. Raro.; Beira da estrada. Solo arenoso."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	78632	"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K. Shum."	"Guedes, ML"	2007	05			13542		"Guedes, ML; Valadão, R. de M.; Prates, ARS; Gomes, FS"	2007	05	29			"Southern America"	Brasil	Bahia	"Feira da Mata"	"Médio São Francisco, Caminho para o fragmento a 1 Km do rio Carinhanha. Próximo a estrada"	-44.2	-14.216667															"de 8 m de altura. Tronco espinescente. Caducifolia. Flores com pétalas róseas no ápice e base alvas. Estames vináceos."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	78632	"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K. Shum."	"Guedes, ML"	2007	05			13542		"Guedes, ML; Valadão, R. de M.; Prates, ARS; Gomes, FS"	2007	05	20			"Southern America"	Brasil	Bahia	"Feira da Mata"	"Médio São Francisco, Caminho para o fragmento a 1 km do rio Carinhanha. Próximo a estrada."	-44.2	-14.216667															"Ca. de 8 m de alt. Tronco espinescente. Caducifolia. Flores com pétalas róseas no ápice e base alvas. Estames vináceos."	
"2017-04-19 14:52:48-03"	UFBA	ALCB		"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K. Shum."	"Carvalho-Sobrinho, JG de"	2004	04			3630		"França, F; Melo, E; Marques da Silva, B"	2001	05	17			"Southern America"	Brasil	Bahia	Cocos	"Oeste, ca. 10 km W de Cocos, na estrada para Itaquari"	-44.615278	-14.2325					510	510									"ca. 10 m. Tronco com enorme engrossamento na região mediana, ca. 1,5m de diâmetro. Folhas ausentes. Pétalas róseas, brancas na base, com estrias violáceas na face interna; filetes encurvados e róseos no ápice, branco na base; anteras branco-amarelada"	
"2017-04-19 14:52:48-03"	UFBA	ALCB		"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K. Shum."	"Semir, J"	2003	11			522		"Jost, T; Ferreira, MC; Tourinho, R"	2002	05	03			"Southern America"	Brasil	Bahia	Caetité	"Serra Geral, Fazenda Porcos"	-42.656667	-14.115															"com ca. de 12 m de altura, DAP com ca. de 1,20 m. Folhas semi-cartáceas, discolores. Flores róseas estriadas de vináceo na parte inferior da corola, muito visitada por abelhas.; Estacional Decidual/Savana Estépica."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	82738	"Ceiba rubriflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	rubriflora		"J.G. de Carvalho-Sobrinho & L.P.Queiroz"	"Carvalho-Sobrinho, JG de"	2011	01			11		"Valeriano, A; Esteves, F"	2008	02	07			"Southern America"	Brasil	Bahia	Iraquara	"Chapada Diamantina, Olhos d' água"	-41.577778	-12.350278															"Ca. de 5 m de alt. CAP 64 cm, caule com acúleos e dispersão anemocórica."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	048644	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		A.St.-Hil.	"Pacheco, LM"	2000	10			39		"Pacheco, LM"	2000	01	19			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Canteiro central da Avenida Centen rio"	-38.5	-12.966667															"6,0 m. Folhas discolores, cartáceas. Flores liláses. Caule apresentando concrescências espinhosas.; Cultivada."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	08609	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		A.St.-Hil.	"Queiroz, LP de"	1981	01			55		"Queiroz, LP de"	1981	01				"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dique do Tororó"	-38.5	-12.966667															"Ca. de 10 m. Com tronco espinhoso, flores róseas, vistosas."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	21187	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		A.St.-Hil.						s/n		"Cruz, MMC"	1983	06	27			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Pituba"	-38.5	-12.966667															"Flores róseas."	
"2017-04-19 14:52:48-03"	UFBA	ALCB	50448	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		A.St.-Hil.	"Pacheco, LM"	2000	10			s/n		"Pacheco, LM"						"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Canteiro Central da Avenida Centenário"	-38.5	-12.966667															"Ca. de 6 m. Folhas discolores, cartáceas. Flores liláses. Caule apresentando concrescências espinhosas."	
