datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2016-01-20 17:14:20-02"	MBM	MBM	12261	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					s.n.		"Hatschbach, G"	1969	01	21			"Southern America"	Brazil	Paraná	Curitiba	Curitiba	0	0	-49.2731	-25.4278	25180		0	0										MBM0012261
"2016-01-20 17:14:20-02"	MBM	MBM	138233	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					s.n.		"Oliveira, VP de"	1990	01	27			"Southern America"	Brazil	Paraná	Guapirama	"Sítio JP"	0	0	-50.0397	-23.5161	18301		0	0										MBM0138233
"2016-01-20 17:14:20-02"	MBM	MBM	152475	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"						2160		"Queiróz, LP de; et al."	1989	02	23			"Southern America"	Brazil	Bahia	"Vitória da Conquista"	"40km NW de Vitória da Conquista"	0	0	-40.8394	-14.8661	70493		0	0										MBM0152475
"2016-01-20 17:14:20-02"	MBM	MBM	175305	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					253		"Ferrari Tomé, MV"	1995	02	22			"Southern America"	Brazil	Paraná	Bandeirantes	"Lata Laranjinha"	0	0	-50.3675	-23.11	19645		0	0										MBM0175305
"2016-01-20 17:14:20-02"	MBM	MBM	180303	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Dombrowski, LT"					13627		"Dombrowski, LT"	1988	01				"Southern America"	Brazil	Paraná	Curitiba	Curitiba	0	0	-49.2731	-25.4278	25180		0	0										MBM0180303
"2016-01-20 17:14:20-02"	MBM	MBM	180304	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Santos, E"					1		"Augustin, E"	1963	03	29			"Southern America"	Brazil	"Rio Grande do Sul"	Pelotas	"Estação Central"	0	0	-52.3425	-31.7719	51462		0	0										MBM0180304
"2016-01-20 17:14:20-02"	MBM	MBM	180305	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Santos, E"					1618		"Santos, E; et al."						"Southern America"	Brazil	"Espírito Santo"	"Vila Velha"	"Vila Velha"	0	0	-40.2925	-20.3297	27156		0	0										MBM0180305
"2016-01-20 17:14:20-02"	MBM	MBM	195615	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					251		"Tiepolo, G; et al."	1995	02	14			"Southern America"	Brazil	Paraná	Pinhão	"Fazenda Capão Bonito"	0	0	-51.6597	-25.6956	37408		0	0										MBM0195615
"2016-01-20 17:14:20-02"	MBM	MBM	202378	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"						37		"Kurtz, BC; et al."	1989	03	15			"Southern America"	Brazil	"Rio de Janeiro"	Parati	Parati-Mirim	0	0	-44.7131	-23.2178	34470		0	0										MBM0202378
"2016-01-20 17:14:20-02"	MBM	MBM	221774	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					667		"Tiepolo, G; et al."	1997	01	13			"Southern America"	Brazil	Paraná	"Campo Largo"	"Caverna do Pinheirinho"	0	0	-49.5283	-25.4586	53742		0	0										MBM0221774
"2016-01-20 17:14:20-02"	MBM	MBM	224138	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Chagas, F"					1685		"Chagas; Silva, F; et al."	1994	05	05			"Southern America"	Brazil	Paraná	Londrina	"Mata dos Godoy"	0	0	-51.1628	-23.3103	63728		0	0										MBM0224138
"2016-01-20 17:14:20-02"	MBM	MBM	262965	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"M. Groppo Jr."					656		"M. Groppo Jr.; et al."	2001	03				"Southern America"	Brazil	"Minas Gerais"	"Ouro Preto"	Saramenha	0	0	-43.5081	-20.2875	44599		0	0										MBM0262965
"2016-01-20 17:14:20-02"	MBM	MBM	269547	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"						6159		"Tessmann, G"	1937	04	25			"Southern America"	Brazil	Paraná	Londrina	"Faxinal São Sebastião"	0	0	-51.1628	-23.3103	63728		0	0										MBM0269547
"2016-01-20 17:14:20-02"	MBM	MBM	51372	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Santos, E"					5034		"Klein, RM"	1964	03	29			"Southern America"	Brazil	"Santa Catarina"	Anchieta	Anchieta	0	0	-53.3314	-26.5344	14218		0	0										MBM0051372
"2016-01-20 17:14:20-02"	MBM	MBM	51373	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Santos, E"					12164		"Reitz, R; Klein, RM"	1962	01	30			"Southern America"	Brazil	Paraná	"Foz do Iguaçu"	"Foz do Iguaçu"	0	0	-54.5881	-25.5478	39570		0	0										MBM0051373
"2016-01-20 17:14:20-02"	MBM	MBM	63456	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					1		"Buttura, E; et al."	1979	03	23			"Southern America"	Brazil	Paraná	"Foz do Iguaçu"	"Foz do Iguaçu"	0	0	-54.5881	-25.5478	39570		0	0										MBM0063456
"2016-01-20 17:14:20-02"	MBM	MBM	8407	"Ceiba insignis"	S	Plantae				Malvaceae	Ceiba	insignis		"(Kunth) P.E. Gibbs & Semir"	"Hatschbach, G"					16640		"Hatschbach, G; Haas, H"	1967	06	22			"Southern America"	Brazil	Paraná	Umuarama	Umuarama	0	0	-53.325	-23.7664	46517		0	0										MBM0008407
"2016-01-20 17:14:20-02"	MBM	MBM	201006	"Ceiba jasminodora"	S	Plantae				Malvaceae	Ceiba	jasminodora		"(A. St.-Hil.) K. Schum."	"Gibbs, PE"					64889		"Hatschbach, G; Schinini, A; Silva, JM"	1996	04	16			"Southern America"	Brazil	"Minas Gerais"	"Várzea da Palma"	"Serra do Cabral, Agro-Industrial Serra do Cabral"	0	0	-44.7308	-17.5981	60948		0	0										MBM0201006
"2016-01-20 17:14:20-02"	MBM	MBM	116855	"Ceiba lupuna"	S	Plantae				Malvaceae	Ceiba	lupuna		"P.E. Gibbs & Semir"	"Gibbs, PE"					1713		"Coêlho, L; et al."	1980	05	10			"Southern America"	Brazil	Acre	"Rio Branco"	"Estrada do Quixada, km 15"	0	0	-67.81	-9.97472	178770		0	0										MBM0116855
"2016-01-20 17:14:20-02"	MBM	MBM	238694	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"Semir, J"					664		"Santana, SC; et al."	1998	08	17			"Southern America"	Brazil	Bahia	Ilhéus	"Rod. BR-415"	0	0	-39.0494	-14.7889	61245		0	0										MBM0238694
"2016-01-20 17:14:20-02"	MBM	MBM	168065	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(St. Hil.) K. Schum."	"Gibbs, PE"					60783		"Hatschbach, G; Pott, V; Silva, JM"	1994	06	08			"Southern America"	Brazil	"Mato Grosso do Sul"	Ladário	"Fazenda Uruba"	0	0	-57.6017	-19.0047	23141		0	0										MBM0168065
"2016-01-20 17:14:20-02"	MBM	MBM	360875	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(St. Hil.) K. Schum."	"Carvalho Sobrinho, JC"	2011	04	29		9850		"Cervi, AC; Cordeiro, J; Silva, JM"	2010	06	10			"Southern America"	Brazil	"Minas Gerais"	Buritizeiro	"Estrada para São Romão, km 17"	0	0	-44.9622	-17.3511	88041		0	0									"Árvore, 12m, flores rosadas. Beira do Riop São Francisco"	MBM0360875
"2016-01-20 17:14:20-02"	MBM	MBM	59472	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(St. Hil.) K. Schum."	"Gibbs, PE"					s.n.		"Gibbs, PE; et al."	1974					"Southern America"	Brazil	"São Paulo"	Campinas	"Instituto Agronômico"	0	0	-47.06	-22.9	23900		0	0										MBM0059472
"2016-01-20 17:14:20-02"	MBM	MBM	63457	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(St. Hil.) K. Schum."	"Semir, J"					43330		"Hatschbach, G"	1979	07	13			"Southern America"	Brazil	Bahia	Barra	"Fazenda Japaranduba"	0	0	-43.1417	-11.0894	116121		0	0										MBM0063457
"2016-01-20 17:14:20-02"	MBM	MBM	83938	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(St. Hil.) K. Schum."	"Gibbs, PE"					46574		"Hatschbach, G"	1983	05	19			"Southern America"	Brazil	"Minas Gerais"	Espinosa	"Rod. BR-122"	0	0	-42.8192	-14.9261	70658		0	0										MBM0083938
"2016-01-20 17:14:20-02"	MBM	MBM	359685	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Cordeiro, J"	2010				4		"Dalanhol, SJ"	2010	03	19			"Southern America"	Brazil	Paraná	Toledo	"PUCPR, Campus, Jardim Coopagro"	0	0	-53.7431	-24.7136	31095		0	0									"Árvore, 8m, corola rosa"	MBM0359685
"2016-01-20 17:14:20-02"	MBM	MBM	389798	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A. St.-Hil.) Ravenna"	"Bonaldi, RA"	2012	02	03		488		"Bonaldi, RA"	2012	02	03			"Southern America"	Brazil	Paraná	Ortigueira	"UHE Mauá"	-50.723333	-24.111389					520	750									"; DESC: Árvore, 15m."	MBM0389798
"2016-01-20 17:14:20-02"	MBM	MBM		"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A. St.-Hil.) Ravenna"	"Bonaldi, RA"	2012	02	03		488		"Bonaldi, RA"	2012	02	03			"Southern America"	Brazil	Paraná	Ortigueira	"UHE Mauá"	-50.723333	-24.111389					520	750									"; DESC: Árvore, 15m."	
"2016-01-20 17:14:20-02"	MBM	MBM		"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A. St.-Hil.) Ravenna"	"Bonaldi, RA"	2012	02	03		488		"Bonaldi, RA"	2012	02	03			"Southern America"	Brazil	Paraná	Ortigueira	"UHE Mauá"	-50.723333	-24.111389					520	750									"; DESC: Árvore, 15m."	
"2016-01-20 17:14:20-02"	MBM	MBM		"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A. St.-Hil.) Ravenna"	"Bonaldi, RA"	2012	02	03		488		"Bonaldi, RA"	2012	02	03			"Southern America"	Brazil	Paraná	Ortigueira	"UHE Mauá"	-50.723333	-24.111389					520	750									"; DESC: Árvore, 15m."	
"2016-05-04 08:21:33-03"	Cenargen	CEN	49073	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"J. G. de Carvalho-Sobrinho"					146		"Leila de Paula Almeida"							Brasil	BA	"PORTO SEGURO"	"Estação Pau Brasil - CEPLAC, próximo ao viveiro."	-39.181666	-16.387222					80	80				Exsicatas	3				"Cálice verde, corola bege, antera amarela e filamentos brancos. Doação do Banco Genético do Pau Brasil (registro: 1279) - Coleção de Referência. EMBRAPA, CEPLAC e VERACEL."	CEN00049073
"2016-05-04 08:21:33-03"	Cenargen	CEN	3370	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."	"J. G. de Carvalho-Sobrinho"					26254		"Ghillean Tolmie Prance"							Brasil	MS	CORUMBA		0	0	-57.6533	-19.0092	295160							Exsicatas	1				"With bulging and spinous trunk; petals purple with dark purple center. Doação The New York Botanical Garden. Instituto Nacional de pesquisas da Amazônia - Plants of Brazil - State of Mato Grosso."	CEN00003370
"2016-05-04 08:21:33-03"	Cenargen	CEN	41891	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."	"J. G. de Carvalho-Sobrinho"					329		"José Wagner Borges Machado"							Brasil	GO	"SAO DOMINGOS"	"Fazenda São Domingos, fragmento 1, final da linha 0."	0	0	-46.3183	-13.3983	73215							Exsicatas	3				"Fuste intumescido, DAP 96,2 cm. Pétalas externamente róseas com base vinácea, internamente com estrias longitudinais vinho. filetes com base clara e ápice rosa."	CEN00041891
"2016-05-04 08:21:34-03"	Cenargen	CEN	68553	"Ceiba samauma"	S	Plantae				Malvaceae	Ceiba	samauma		"(Mart.) K.Schum."	"J. G. de Carvalho-Sobrinho"					217		"Francisco Ricardo Ferreira"							Brasil	RO	CACOAL	"Linha 14 (caminho do Riozinho para a reserva indígena) mais ou menos no km 35 à esquerda da BR 364, mais ou menos no km 480."	0	0	-61.4472	-11.4386	68529							Exsicatas	3					CEN00068553
"2016-05-04 08:21:34-03"	Cenargen	CEN	82094	"Ceiba samauma"	S	Plantae				Malvaceae	Ceiba	samauma		"(Mart.) K.Schum."						1602		"Marcelo Fragomeni Simon"							Brasil	RO	"PORTO VELHO"	"Margem esquerda do rio Madeira, próximo ao porto S. Lourenço."	-65.024166	-9.5675					94	94				Exsicatas	8				"Árvore com 15 m de altura x 50 cm de DAP. Tronco claro com espinhos. Base digitada. Frutos imaturos. (na carpoteca) Remanescente em área antrópica."	CEN00082094
"2016-05-04 08:21:34-03"	Cenargen	CEN	56804	"Ceiba ventricosa"	S	Plantae				Malvaceae	Ceiba	ventricosa		"(Nees & Mart.) Ravenna"	"J. G. de Carvalho-Sobrinho"					1853		"Anderson Cássio Sevilha"							Brasil	GO	"SAO DOMINGOS"	"Fazenda São Domingos. Prop. Lincoln Pereira."	-46.76472	-13.59222					400	400				Exsicatas	5				"Casca com acúleos cinza por fora e vermelho por dentro, leve gretada."	CEN00056804
"2016-06-23 10:37:14-03"	UFV	VIC	38673	"Ceiba jasminodora"	S	Plantae				Malvaceae	Ceiba	jasminodora								1936		"Guarconi, E.; Scatinga, A.V."	2012	07	22				Brasil	"Minas Gerais"	Buenópolis	"Serra do Cabral, P#?#roximo a barrraca da Fazenda do paulo."	0	0	-44.18	-17.8733	42854												"Arbusto de 3 m, flor branca e fruto imaturo verde."	VIC038673
"2016-06-10 15:08:14-03"	UDESC	LUSC	7724	"Ceiba speciosa"	S	Plantae	Magnoliophyta			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Verdi, M."	2010	03	15		3589		"Verdi, M."	2015	03	25				Brasil	"Santa Catarina"	Urussanga	"Rio Salto."	0	0	-49.3208	-28.5178	14548												"Florística IFFSC; Floresta Ombrófila Densa; Altura: 10m; Hábito: arbórea; Habitat: beira da estrada; Cor/Flor: rosa com amarelo"	
"2014-07-29 09:45:56-03"	FUNED	FUNED-POL	4698	"Ceiba boliviana"	S	Plantae				Malvaceae	Ceiba	boliviana										"Bastos, E.M.A.F."	2011	06	23				Brasil	MG	Janaúba	"Fazenda Coqueiros Mata Seca"	-43.463056	-15.709167																POL004698
"2015-11-05 15:13:51-02"	UFU	HUFU	15254	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."		2014	05	01		2218		"Mota, A.L.P."	1994	04	11				Brasil	"Minas Gerais"	Uberlândia	"Vale do Rio Araguari"	0	0	-48.2772	-18.9186	58223		0	0					0				"DESC:Árvore ca. de 15 m. Flores róseas.;"	HUFU015254
"2015-11-05 15:13:51-02"	UFU	HUFU	44758	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."		2014	05	01		s.n.		"Araújo, G.M."	2006	04	19				Brasil	"Minas Gerais"	Uberlândia	"Capim Branco II-Fuil II."	0	0	-48.2772	-18.9186	58223		0	0					0				"HABITAT:Mata decidua.; DESC:Árvore, ca. 15 m. Cálice verde e corola rosa.;"	HUFU044758
"2015-11-05 15:13:51-02"	UFU	HUFU	47943	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."		2014	05	01		660		"Rosa, P.O."	2007	05	11				Brasil	"Minas Gerais"	Uberlândia	"Capim Branco II-Fazenda Dona Lurdes."	0	0	-48.2772	-18.9186	58223		0	0					0				"HABITAT:Mata semidecidua.; DESC:Árvore, ca. 8 m. Botões florais róseos, cálice esverdeado, corola róseo-alva rajada de vermelho, antera róseo-alva.;"	HUFU047943
"2015-11-05 15:13:51-02"	UFU	HUFU	47966	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."		2014	05	01		674		"Rosa, P.O."	2007	05	14				Brasil	"Minas Gerais"	Araguari	"Capim Branco II"	0	0	-48.1872	-18.6472	58653		0	0					0				"HABITAT:Mata semidecidua.; DESC:Árvore, ca. 15 m. Cálice e corola rosa, estigma e estiletes alvos.;"	HUFU047966
"2015-11-05 15:13:51-02"	UFU	HUFU	52976	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."		2014	05	01		SF1007		"Siqueira, A.S."	2008	04	27				Brasil	"Mnas Gerais"	Paracatu	"Serra do Facão-Área de influência indireta do AHE Serra do Facão GO/MG."	0	0	-46.8747	-17.2222	72344		0	0					0				"DESC:Árvore, ca. 15,0 m. Flores rosas, fruto ausente.;"	HUFU052976
"2015-11-05 15:13:51-02"	UFU	HUFU	9062	"Ceiba pubiflora"	S	Plantae				Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."	"Semir, J."	2004	05			1152a		"Araújo, G.M."	1995	04	21				Brasil	"Minas Gerais"	Uberlândia	"Fazenda Buriti"	0	0	-48.2772	-18.9186	58223		0	0					0				"HABITAT:Mata decídua em solo de origem basáltica.; DESC:Árvore, ca. 15 m. Flor rosa, frutos verdes.;"	HUFU009062
"2015-11-05 15:13:51-02"	UFU	HUFU	33861	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"		2014	04			770		"Mendes, S."	2003	05	09				Brasil	"Minas Gerais"	Perdizes	"Estação Ambiental Galheiro-EPDA - Galheiro, Mata do Alaor."	0	0	-47.2928	-19.3528	45889		0	0					0				"HABITAT:Mata semidecídua.; DESC:Árvore, ca. de 10 m. Cálice verde, corola rosa, estames brancos.;"	HUFU033861
"2015-11-05 15:13:51-02"	UFU	HUFU	44755	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"		2014	04			s.n.		"Araújo, G.M."	2006	04	12				Brasil	"Minas Gerais"	Araguari	"Capim Branco I-Fuil I."	0	0	-48.1872	-18.6472	58653		0	0					0				"HABITAT:Mata decidua.; DESC:Árvore, ca. 15 m. Cálice verde e corola rosa.;"	HUFU044755
"2016-07-22 18:37:31-03"	FURB	FURB	42944	"Ceiba pubiflora"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	pubiflora		"(A.St.-Hil.) K.Schum."						3057		"Pereira, BA; Alvarenga, D"	1996	05	02				Brasil	"Minas Gerais"	Arinos	"Km 30 da rodovia Arinos/Unaí"	-46.166667	-15.5					600	600									"tronco e ramos com acúleos"	FURB04748
"2016-07-22 18:37:31-03"	FURB	FURB	11337	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Dreveck, S"	2009	03			679		"Dreveck, S; Carneiro, FE"	2009	02	27				Brasil	"Santa Catarina"	Chapecó		-52.743889	-26.9725					631	631									"Coleta Extra IFFSC (Arbórea)"	FURB27364
"2016-07-22 18:37:31-03"	FURB	FURB	11420	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Stival-Santos, A"	2009	03	05		451		"Stival-Santos, A; Silveira, S"	2009	03	05				Brasil	"Santa Catarina"	Anchieta	"Linha Arvoredo"	-53.418056	-26.591944					464	464									"Florística IFFSC 3414. Coletada entorno da unidade amostral."	FURB27361
"2016-07-22 18:37:31-03"	FURB	FURB	21320	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Verdi, M"	2010	03	15		3589		"Verdi, M; Souza, NL de; Klemz, G"	2010	02	04				Brasil	"Santa Catarina"	Urussanga	"Rio Salto"	-49.361389	-28.515833					200	200									"Florística IFFSC mv23 (Arbórea)"	FURB27363
"2016-07-22 18:37:31-03"	FURB	FURB	22307	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Stival-Santos, A"	2010	03	10		2002		"Stival-Santos, A; Legal, E; Silveira, S"	2010	03	10				Brasil	"Santa Catarina"	Florianópolis	"Parque Municipal Lagoa do Peri"	-48.5275	-27.7175					226	226									"Florística IFFSC 8003"	FURB27362
"2016-07-22 18:37:31-03"	FURB	FURB	33933	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Oliveira, AA de"	2011	02	10		s.n.		"Meyer, L; Oliveira, AA de"	2011	02	10				Brasil	"Santa Catarina"	Blumenau	"Campus I - FURB"	-49.078889	-26.905278					38	38										FURB02140
"2016-07-22 18:37:31-03"	FURB	FURB	36019	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Gasper, AL de"	2011	08	04		69		"Carneiro, FE"	2011	07	15				Brasil	"Santa Catarina"	"Santa Rosa de Lima"	"PCH do Rio Chapéu - SC-431"	-49.138333	-28.070278					200	200									"Área suprimida"	FURB27360
"2016-07-22 18:37:31-03"	FURB	FURB	43913	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Funez, LA"	2014	03	15		2775		"Funez, LA"	2014	03	15				Brasil	"Santa Catarina"	Rodeio	"Morro do Ipiranga, subida"	-49.376667	-26.901667					239	239										FURB27359
"2016-07-22 18:37:31-03"	FURB	FURB	48849	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"		2011				420		"Francisco, EM"	2004	01	08				Brasil	Paraná	Londrina	"Fazenda Figueira"	0	0	-51.1628	-23.3103	63728													FURB48849
"2016-07-22 18:37:31-03"	FURB	FURB	5225	"Ceiba speciosa"	S	Plantae	Dicotyledon			Malvaceae	Ceiba	speciosa		"(A.St.-Hil.) Ravenna"	"Gasper, AL de"	2004	02	16		67		"Gasper, AL de"	2004	02	16				Brasil	"Santa Catarina"	Blumenau	"FURB - Câmpus I"	-49.079139	-26.9055																FURB27365
"2016-08-23 10:58:56-03"	NHMLondon	NHM_LONDON_BOT	BM000778665	"Ceiba gracile"	S	Plantae				Bombacaceae	Ceiba	gracile			"Located under"					3738		"Richard Spruce; b.1817; d.1893; Spruce"	1852	10					Brasil				-53.08982	-10.773109												NHMUK:ecatalogue:4689655			"<a href=\"http://www.nhm.ac.uk/services/media-store/asset/3a2bcfc3f9aff86c8d1a5369745bc91e57663715/contents/preview\" target=\"other\" class=\"eLink\"> <mi>dwc_moreinfo</mi></a>"	
"2016-07-20 11:46:52-03"	UNESPRC	HRCB	49367	"Ceiba speciosa"	S	Plantae				Bombacaceae	Ceiba	speciosa		"(A.St.-Hil., A.Juss. & Cambess.) Ravenna"						7270		"Lombardi, J.A."	2008	02	19				Brasil	SP	Jundiaí		0	0	-46.88	-23.18	17840		985	985									"Árvore ca. 10 m, próxima Base, folíolos cartáceos, cálice verde, borda rosa, corola externamente creme na base, restante rosa, internamente metade apical rosa, basal creme mosqueado de roxo, nectários"	
"2015-05-12 16:55:55-03"	FZB-BH	BHZB	23	"Ceiba sp."	S	Plantae				Malvaceae	Ceiba	sp.								972		"Fernandes, M.G.C."	1992	08	10				Brasil	MG	"Belo Horizonte"	"Horto Florestal do Betânia"	0	0	-43.9378	-19.9208	17082													
"2015-05-12 16:55:55-03"	FZB-BH	BHZB	3778	"Ceiba sp."	S	Plantae				Malvaceae	Ceiba	sp.			"J. Lombardi"					191		"Fernandes, F.M."	2003	05	09				Brasil	MG	"Pedra Azul"	"BR 116 - Entre Pedra Azul e Itaobim"	0	0	-41.2972	-16.0053	39993												"; Habitat: Caatinga; Flor: Flor branca.; Bioma: Caatinga"	
"2016-05-17 15:57:49-03"	FZB-BH	BHZB	8177	"Ceiba sp."	S	Plantae				Malvaceae	Ceiba	sp.								1702		"Ordones, J. et al."	2011	08	11				Brasil	MG	Esmeraldas		-44.417778	-19.750833					760	760									"; Habitat: Cerrado senso estrito; Flor: Flor branca; Bioma: Cerrado"	
"2016-05-17 15:57:49-03"	FZB-BH	BHZB	4038	"Ceiba speciosa"	S	Plantae				Malvaceae	Ceiba	speciosa		"(St.-Hill.) Ravenna"								"Toledo, F.R.N."	1992	10	13				Brasil	MG	"Belo Horizonte"	"Av. Cristiano Machado/Av.Cândido da Silveira"	0	0	-43.9378	-19.9208	17082												"; Flor: Flores e botões rosa."	
"2015-05-20 10:35:56-03"	UFERSA	MOSS	694	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"Vodicka, M.R."	1979	10	28		407		"Oliveira, O.F. de"	1973	09	29			"América do Sul"	Brasil	"Rio Grande do Norte"	Mossoró	"Sítio Favela."	-37.166667	-5.294444					7095	7095					0				"árvore com mais de 5 m. de altura; cultivada; pouca freqüente na região; interesse econ. ornamental; lã para enchimento de travesseiros, colchões e estofado; flor branca; v.n. barriguda-de-espinho."	
"2015-05-20 10:35:56-03"	UFERSA	MOSS	695	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"Vodicka, M.R."	1979	10	28		407		"Oliveira, O.F. de"	1973	09	29			"América do Sul"	Brasil	"Rio Grande do Norte"	Mossoró	"Sítio Favela"	-37.166667	-5.294444					70	70					0				"árvore com mais de 5 m. de altura; cultivada; pouca freqüente na região; interesse econ. ornamental; lã para enchimento de travesseiros, colchões e estofado; flor branca; v.n. barriguda-de-espinho."	
"2015-05-20 10:35:56-03"	UFERSA	MOSS	696	"Ceiba pentandra"	S	Plantae				Malvaceae	Ceiba	pentandra		"(L.) Gaertn."	"Vodicka, M.R."	1979	10	28		407		"Oliveira, O.F. de"	1973	09	29			"América do Sul"	Brasil	"Rio Grande do Norte"	Mossoró	"Sítio Favela"	-37.166667	-5.294444					70	70					0				"árvore com mais de 5 m. de altura; cultivada; pouca freqüente na região; interesse econ. ornamental; lã para enchimento de travesseiros, colchões e estofado; flor branca; v.n. barriguda-de-espinho."	
